Estação;N__Lab_;X;Y;Folha;Ag (ppm);Al (%);As (ppm);Ba (ppm);Be (ppm);Bi (ppm);Ca (%);Cd (ppm);Ce (ppm);Co (ppm);Cr (ppm);Cs (ppm);Cu (ppm);Fe (%);Ga (ppm);Hf (ppm);Hg (ppm);In (ppm);K (%);La (ppm);Li (ppm);LREE (ppm);Mg (%);Mn (ppm);Mo (ppm);Nb (ppm);Ni (ppm);P (ppm);Pb (ppm);Rb (ppm);Sb (ppm);Sc (ppm);Sn (ppm);Sr (ppm);Th (ppm);Ti (%);U (ppm);V (ppm);W (ppm);Y (ppm);Zn (ppm);Zr (ppm)
SM-0156;CDE083;301477;7919218;Patos de Minas;0.07;1.76;4.0;108.0;0.8;0.19;0.06;0.07;53.9;7.9;33;1.13;16.4;3.38;4.0;0.09;0.01;0.02;0.16;22.4;2.0;76.3;0.05;321;0.62;0.88;13.7;466.0;15.9;9.8;0.32;3.8;1.3;12.4;7.1;0.02;0.96;50;0.2;3.38;37;5.3
SM-0157;CDE084;301819;7921277;Patos de Minas;0.08;1.6;4.0;99.0;0.5;0.15;0.07;0.13;48.66;7.3;33;0.93;15.4;2.97;3.7;0.11;0.01;0.02;0.15;20.2;1.0;68.86;0.05;335;0.7;0.77;12.6;436.0;24.7;9.5;0.3;3.5;1.4;12.6;6.9;0.02;0.95;43;0.2;2.87;34;4.8
SM-0158;CDE085;297961;7924088;Patos de Minas;0.07;2.06;5.0;58.0;0.5;0.2;0.02;0.07;27.22;6.4;38;0.45;16.9;4.2;5.1;0.12;0.04;0.02;0.1;11.6;1.0;38.82;0.02;227;1.01;0.38;12.9;245.0;15.6;4.7;0.35;4.3;1.6;5.2;5.4;0.01;0.64;57;0.2;1.97;33;7.0
SM-0159;CDE086;329012;7915535;Patos de Minas;0.05;1.58;4.0;118.0;1.0;0.2;0.07;0.06;68.07;9.8;44;1.16;14.7;3.26;4.3;0.31;0.01;0.02;0.14;30.5;4.0;98.57;0.06;791;0.61;2.84;14.0;525.0;18.1;7.9;0.43;4.3;1.4;19.6;7.6;0.1;0.95;49;0.1;5.1;38;17.2
SM-0160A;CDE087;303006;7899278;Patos de Minas;0.23;2.29;3.0;218.0;1.2;0.09;0.09;0.09;67.27;16.7;108;1.14;23.2;5.16;6.6;0.36;0.01;0.04;0.04;24.6;2.0;91.87;0.08;457;1.04;3.62;43.1;733.0;8.7;5.8;0.31;7.4;2.4;38.1;6.4;0.12;1.07;103;0.1;6.03;26;17.6
SM-0161;CDE088;303973;7898557;Patos de Minas;0.08;3.16;2.0;216.0;2.6;0.1;0.05;0.17;76.52;11.8;111;2.03;22.8;2.98;7.9;0.23;0.03;0.03;0.04;30.0;6.0;106.52;0.08;138;0.7;3.01;48.6;692.0;16.1;4.4;0.24;7.9;2.6;33.0;5.6;0.1;1.23;113;0.1;7.01;35;10.0
SM-0162;CDI 241;307589;7948446;Patos de Minas;0.04;3.93;2.0;45.0;0.2;0.2;0.02;0.08;21.65;0.8;37;2.93;11.5;1.07;13.7;0.05;0.1;0.06;0.08;7.4;4.0;29.05;0.02;33;0.31;0.35;5.0;149.0;18.5;17.5;0.12;5.2;2.2;3.0;8.8;0.01;0.87;43;0.1;2.39;8;5.5
SM-0163;CDI 242;312079;7946927;Patos de Minas;0.03;0.96;7.0;55.0;0.2;0.22;0.03;0.07;56.52;8.9;19;0.5;18.5;3.07;4.2;0.24;0.01;0.02;0.1;26.5;3.0;83.02;0.04;255;0.68;0.58;10.7;204.0;19.5;7.9;0.35;2.5;0.7;4.2;9.4;0.01;0.9;35;0.2;4.82;24;8.2
SM-0164;CDI 243;309351;7944953;Patos de Minas;0.02;1.72;5.0;47.0;0.4;0.21;0.02;0.15;48.72;6.9;20;0.43;13.7;2.44;6.8;0.26;0.02;0.02;0.07;20.1;2.0;68.82;0.02;209;0.54;0.83;8.0;168.0;17.3;5.8;0.31;3.5;1.3;3.0;8.2;0.01;0.78;39;0.1;4.19;16;8.5
SM-0165;CDI 244;309186;7950084;Patos de Minas;0.1;8.56;2.0;31.0;1.0;0.36;0.01;0.1;140.17;1.7;80;6.18;32.1;1.32;31.7;0.18;0.02;0.13;0.05;46.2;10.0;186.37;0.02;51;0.78;0.61;16.3;554.0;44.6;9.0;0.25;16.0;4.6;1.9;11.1;0.01;2.88;107;1.0;13.04;16;8.6
SM-0166;CDI 245;311466;7951054;Patos de Minas;0.02;1.4;15.0;95.0;0.7;0.48;0.14;0.14;76.61;21.1;28;1.28;37.1;4.74;5.8;0.08;0.01;0.02;0.32;37.6;23.0;114.21;0.28;679;1.43;0.93;35.9;456.0;33.8;19.0;0.55;3.2;0.9;23.7;10.6;0.01;1.04;53;0.6;5.0;72;1.7
SM-0167;CDI 246;308027;7951934;Patos de Minas;0.01;1.36;3.0;57.0;0.6;0.21;0.01;0.09;47.4;5.3;22;0.67;25.1;1.43;5.9;0.18;0.01;0.02;0.09;21.7;4.0;69.1;0.02;122;0.5;0.37;10.9;147.0;22.4;7.8;0.26;3.1;1.1;2.2;7.9;0.01;0.81;34;0.2;3.71;20;8.9
SM-0168;CDI 247;309352;7953288;Patos de Minas;0.01;1.0;18.0;66.0;0.8;0.41;0.03;0.06;73.83;17.5;24;1.08;36.6;4.69;6.0;0.18;0.01;0.03;0.15;34.2;13.0;108.03;0.12;522;0.97;0.34;25.1;279.0;36.2;11.2;0.58;3.2;0.8;6.0;11.3;0.01;1.28;39;0.9;5.93;62;8.0
SM-0169;CDI 248;311222;7942877;Patos de Minas;0.01;5.24;7.0;28.0;0.2;0.46;0.02;0.07;59.1;3.1;58;1.33;16.7;2.86;21.4;0.48;0.04;0.08;0.06;16.6;4.0;75.7;0.02;95;1.48;0.48;8.8;273.0;16.1;7.7;0.44;9.9;3.8;2.6;13.1;0.01;1.26;89;0.1;6.9;17;20.3
SM-0170A;CDI 249;313640;7946063;Patos de Minas;0.04;1.4;13.0;99.0;0.5;0.33;0.06;0.24;73.98;15.3;53;1.04;29.3;4.45;6.6;0.33;0.03;0.04;0.18;34.2;10.0;108.18;0.12;494;0.86;0.64;32.4;453.0;29.5;10.8;1.39;4.9;1.3;18.9;10.7;0.03;0.99;73;0.5;6.56;50;10.8
SM-0171;CDI 250;310803;7944228;Patos de Minas;0.05;0.97;11.0;49.0;0.5;0.31;0.03;0.15;71.15;10.5;24;1.34;36.1;4.45;4.8;0.29;0.01;0.02;0.16;29.8;4.0;100.95;0.07;225;0.63;0.3;16.6;174.0;25.1;13.0;0.36;2.8;0.8;7.1;11.5;0.01;1.11;31;0.4;7.15;34;9.2
SM-0172;CDI 251;306601;7942737;Patos de Minas;0.03;1.97;3.0;19.0;0.2;0.11;0.01;0.08;20.66;0.9;21;0.58;7.1;1.58;6.9;0.05;0.01;0.03;0.05;9.7;1.0;30.36;0.01;33;0.54;0.37;3.1;143.0;10.9;4.6;0.2;2.9;1.4;2.2;4.1;0.01;0.47;40;0.4;1.95;6;3.3
SM-0173;CDI 252;307462;7943214;Patos de Minas;0.08;6.39;6.0;8.0;0.3;0.3;0.01;0.64;40.63;0.5;53;0.53;14.9;3.33;19.6;0.37;0.01;0.07;0.02;19.5;1.0;60.13;0.01;43;1.63;0.55;7.0;281.0;25.9;1.4;0.41;8.2;3.3;0.9;7.0;0.02;0.51;89;1.2;5.31;7;14.0
SM-0174;CDI 253;312050;7949144;Patos de Minas;0.09;1.5;16.0;700.0;1.6;0.36;0.25;0.2;132.79;34.6;65;3.92;51.9;7.84;8.8;0.92;0.01;0.05;0.38;71.1;16.0;203.89;0.31;862;1.01;0.75;76.5;2051.0;37.3;26.8;0.7;10.5;3.0;112.2;15.9;0.18;2.33;97;0.4;12.63;78;39.8
SM-0175;CDI 254;313552;7951931;Patos de Minas;0.01;1.47;14.0;96.0;0.6;0.39;0.09;0.18;77.81;18.4;27;1.64;37.3;4.61;6.0;0.28;0.01;0.02;0.32;41.2;25.0;119.01;0.38;667;0.88;0.36;29.3;327.0;45.4;15.5;0.45;3.0;1.1;16.8;11.8;0.01;1.0;40;0.4;7.7;75;9.0
SM-0176;CDI 255;323968;7941298;Patos de Minas;0.03;3.08;11.0;113.0;1.7;0.44;0.05;0.12;91.85;25.6;51;3.51;39.7;5.93;14.0;0.36;0.03;0.06;0.24;36.0;14.0;127.85;0.07;842;0.72;0.7;39.0;573.0;42.1;23.0;0.91;8.3;2.1;6.0;10.3;0.02;1.44;84;0.6;11.37;60;10.9
SM-0177;CDI 256;323289;7940361;Patos de Minas;0.03;1.68;8.0;98.0;1.1;0.36;0.07;0.06;82.56;14.4;35;1.45;30.5;4.81;8.6;0.19;0.04;0.04;0.16;45.3;5.0;127.86;0.04;582;0.6;0.42;22.4;494.0;31.7;13.8;0.68;5.3;1.3;6.0;7.9;0.01;1.0;49;0.3;15.48;43;5.6
SQ-0001;CDE374;291351;7915894;Patos de Minas;0.07;0.87;6.0;46.0;0.5;0.11;0.02;0.04;21.95;6.1;21;0.49;15.5;3.06;3.4;0.09;0.08;0.02;0.09;9.6;1.0;31.55;0.02;179;0.83;0.31;12.9;236.0;12.1;5.1;0.25;2.9;0.6;4.9;4.4;0.01;0.72;33;0.2;1.88;20;4.6
SQ-0002;CDE375;294556;7913169;Patos de Minas;0.08;10.09;9.0;62.0;1.6;0.51;0.03;0.06;72.73;5.8;88;6.13;32.5;5.08;31.3;0.42;0.03;0.12;0.09;20.0;7.0;92.73;0.03;152;1.48;1.04;15.6;434.0;18.3;13.8;0.87;16.6;4.3;4.4;16.1;0.03;1.97;146;0.3;3.97;22;25.2
SQ-0003;CDE376;290059;7910027;Patos de Minas;0.06;1.11;6.0;65.0;0.5;0.18;0.07;0.03;50.7;5.8;13;0.56;23.3;3.01;4.1;0.2;0.01;0.02;0.16;21.2;1.0;71.9;0.03;140;0.58;0.25;10.0;259.0;15.6;8.8;0.27;3.1;0.6;6.6;9.2;0.01;1.54;18;0.9;2.47;27;10.0
SQ-0004;CDE377;297158;7919733;Patos de Minas;0.06;0.97;4.0;34.0;0.6;0.08;0.01;0.02;16.05;3.7;16;0.56;11.1;2.07;3.1;0.05;0.04;0.04;0.06;9.5;1.0;25.55;0.01;96;0.63;0.19;8.8;213.0;7.1;3.4;0.19;2.5;0.5;3.7;3.1;0.01;0.5;29;0.1;1.84;13;2.0
SQ-0005;CDE378;295015;7918509;Patos de Minas;0.04;1.14;4.0;43.0;0.5;0.12;0.02;0.04;22.33;5.3;20;0.71;15.5;2.63;3.9;0.07;0.02;0.02;0.07;10.2;1.0;32.53;0.01;159;0.68;0.36;11.0;206.0;8.1;4.7;0.22;3.0;0.6;4.5;4.2;0.01;0.67;31;0.3;1.84;18;3.8
SQ-0006;CDE379;294132;7908377;Patos de Minas;0.08;1.24;2.0;84.0;0.5;0.09;0.03;0.03;35.29;7.8;38;0.88;17.5;2.19;5.3;0.25;0.01;0.03;0.06;13.6;1.0;48.89;0.04;212;0.54;1.61;16.0;267.0;5.8;5.7;0.21;4.1;0.9;12.1;4.3;0.1;0.65;60;0.1;2.77;24;13.0
SQ-0007;CDE380;294791;7906236;Patos de Minas;0.11;7.59;9.0;78.0;1.2;0.33;0.04;0.03;100.38;3.5;88;3.52;40.3;5.34;23.2;0.21;0.03;0.09;0.09;20.2;2.0;120.58;0.02;108;1.29;1.51;17.1;806.0;18.3;10.5;0.65;15.4;2.9;6.7;10.6;0.03;1.98;138;0.2;4.62;23;13.5
SQ-0008;CDE381;291272;7903217;Patos de Minas;0.08;6.2;3.0;75.0;2.4;0.28;0.06;0.01;70.4;4.6;53;5.31;30.9;1.93;19.3;0.09;0.07;0.06;0.08;47.2;11.0;117.6;0.03;132;0.72;0.67;15.6;608.0;19.3;11.6;0.33;9.6;2.5;8.9;5.5;0.02;1.77;85;0.2;9.68;26;3.3
SQ-0009;CDE382;294483;7907432;Patos de Minas;0.09;5.79;8.0;212.0;2.1;0.26;0.13;0.09;95.75;17.9;97;2.74;51.1;6.49;20.4;0.29;0.06;0.11;0.08;28.4;3.0;124.15;0.06;460;1.27;2.81;47.9;1116.0;15.0;11.2;0.6;16.0;2.8;28.3;10.3;0.06;1.94;138;0.2;8.36;33;15.8
SQ-0010A;CDE383;292295;7909619;Patos de Minas;0.04;2.7;5.0;72.0;0.7;0.21;0.04;0.04;47.14;7.3;45;1.55;25.4;3.2;9.2;0.14;0.03;0.04;0.07;14.7;2.0;61.84;0.03;185;0.64;1.05;16.7;504.0;11.9;7.2;0.35;6.3;1.3;8.8;6.2;0.05;1.02;68;0.2;3.04;30;7.9
SQ-0011;CDE384;291913;7913360;Patos de Minas;0.06;5.78;6.0;73.0;1.2;0.37;0.02;0.04;84.76;6.4;58;3.69;37.5;3.81;18.0;0.19;0.04;0.06;0.09;25.0;6.0;109.76;0.02;144;0.85;0.7;15.8;426.0;18.8;13.0;0.47;11.2;2.1;4.0;11.3;0.02;1.77;90;0.2;4.57;34;12.2
SQ-0012;CDE385;290745;7913371;Patos de Minas;0.05;0.97;4.0;46.0;0.7;0.11;0.01;0.03;26.0;4.6;17;0.56;12.7;2.11;3.5;0.08;0.01;0.04;0.08;11.2;1.0;37.2;0.01;100;0.5;0.24;9.2;197.0;7.8;5.5;0.2;2.6;0.5;3.5;4.7;0.01;0.69;28;0.2;1.84;16;3.7
SQ-0013;CDE386;290308;7912034;Patos de Minas;0.06;1.92;4.0;54.0;0.7;0.17;0.02;0.04;41.35;3.7;24;1.14;16.5;2.11;6.2;0.08;0.02;0.02;0.1;16.1;1.0;57.45;0.01;85;0.61;0.39;9.5;222.0;10.1;7.3;0.27;3.9;0.9;4.1;6.3;0.01;0.93;36;0.2;2.48;18;5.0
SQ-0014;CDE387;292726;7908370;Patos de Minas;0.06;5.27;15.0;68.0;0.8;0.51;0.06;0.04;88.8;12.0;62;2.19;49.5;7.57;18.3;0.44;0.02;0.03;0.15;16.3;2.0;105.1;0.04;493;1.16;0.53;22.1;1144.0;27.2;11.9;0.59;11.3;1.9;5.9;14.3;0.02;2.0;88;0.4;2.62;41;24.8
SQ-0015;CDE388;289975;7901686;Patos de Minas;0.12;9.24;8.0;53.0;3.1;0.43;0.06;0.06;102.01;7.2;75;5.31;47.4;4.59;26.4;0.19;0.06;0.09;0.08;82.8;10.0;184.81;0.02;142;1.03;0.79;18.3;648.0;32.8;10.4;0.64;17.4;3.4;6.2;10.7;0.02;2.6;129;0.3;15.76;27;9.1
SQ-0016;CDI 257;340397;7933862;Patos de Minas;0.06;1.91;5.0;113.0;1.1;0.28;0.03;0.12;80.47;17.1;98;1.48;33.1;4.48;9.2;0.2;0.01;0.04;0.17;35.6;9.0;116.07;0.07;544;0.63;1.0;25.3;488.0;47.1;14.8;0.72;5.8;1.6;10.3;9.4;0.04;1.08;61;0.2;7.22;40;7.7
SQ-0017;CDI 258;340352;7939523;Patos de Minas;0.05;4.58;6.0;107.0;1.0;0.34;0.13;0.05;127.31;7.5;96;3.45;31.9;5.34;17.1;0.16;0.09;0.07;0.24;37.7;12.0;165.01;0.09;608;1.26;1.74;25.0;680.0;23.3;38.9;0.73;11.8;3.4;16.8;11.4;0.05;1.37;103;0.1;7.06;36;8.0
SQ-0018;CDI 259;339477;7948268;Patos de Minas;0.1;3.91;5.0;646.0;2.2;0.21;0.13;0.24;200.76;65.0;179;1.82;89.0;14.59;22.5;0.39;0.03;0.11;0.15;96.8;8.0;297.56;0.14;2038;0.85;3.05;107.6;2733.0;34.7;20.5;0.52;23.8;5.1;194.7;13.4;0.25;2.8;201;0.8;17.88;55;23.6
SQ-0019;CDI 260;336867;7948790;Patos de Minas;0.04;2.11;4.0;347.0;1.2;0.18;0.09;0.29;112.56;27.0;202;1.45;45.8;6.81;11.8;0.71;0.01;0.05;0.15;56.7;7.0;169.26;0.11;960;0.63;2.07;59.7;1317.0;32.7;19.0;0.51;12.1;2.6;90.8;9.7;0.16;1.75;112;0.5;10.41;44;33.9
SQ-0020A;CDI 261;339604;7952821;Patos de Minas;0.23;2.31;1.0;1429.0;3.1;0.08;0.29;0.41;281.82;81.0;835;1.46;102.4;14.84;21.8;0.3;0.04;0.13;0.26;155.9;8.0;437.72;0.91;2069;0.28;3.16;234.8;2669.0;43.3;37.6;0.27;27.9;5.2;354.3;21.9;0.97;3.49;225;0.8;24.83;96;17.8
SQ-0021;CDI 262;337232;7952778;Patos de Minas;0.11;2.86;2.0;1750.0;4.0;0.1;0.35;0.3;319.16;76.7;377;2.07;105.2;12.9;22.2;0.22;0.03;0.13;0.32;175.7;9.0;494.86;0.82;2038;0.45;3.47;204.9;3548.0;22.9;50.0;0.27;28.4;5.4;435.1;18.2;0.69;3.38;208;0.8;29.3;101;10.2
SQ-0022;CDI 263;336135;7942954;Patos de Minas;0.09;1.53;10.0;194.0;1.6;0.4;0.08;0.24;100.79;43.1;168;1.42;67.4;7.5;10.8;0.48;0.03;0.05;0.13;51.8;12.0;152.59;0.16;1724;0.9;0.72;61.7;883.0;54.6;12.1;0.94;10.2;1.8;28.5;9.4;0.07;1.7;110;0.5;12.73;80;11.4
SQ-0023;CDI 264;336352;7942438;Patos de Minas;0.03;1.36;7.0;81.0;1.2;0.25;0.07;0.27;57.58;16.3;38;1.35;21.9;3.4;6.9;0.18;0.02;0.03;0.1;29.8;6.0;87.38;0.06;639;0.49;0.48;21.7;481.0;32.9;10.1;0.51;4.1;1.3;8.9;5.7;0.02;0.79;44;0.2;9.51;38;5.6
SQ-0024;CDI 265;335287;7949753;Patos de Minas;0.07;2.04;3.0;1184.0;3.6;0.22;0.26;0.72;205.08;56.6;152;2.12;97.8;7.98;14.2;0.44;0.01;0.09;0.3;119.6;10.0;324.68;0.62;1464;0.42;3.32;139.8;2803.0;43.6;52.4;0.35;18.8;3.4;259.3;12.1;0.37;2.28;148;0.4;22.78;85;29.9
SQ-0025;CDI 266;335059;7948312;Patos de Minas;0.06;1.53;6.0;501.0;1.7;0.31;0.18;0.45;127.31;42.9;171;1.67;55.9;6.27;10.0;0.76;0.04;0.06;0.19;66.2;10.0;193.51;0.47;1369;0.64;1.82;90.4;1363.0;45.3;24.1;0.69;10.5;2.2;95.8;10.3;0.23;1.56;102;0.5;14.89;70;37.5
SQ-0026;CDI 267;335904;7946921;Patos de Minas;0.05;1.72;11.0;112.0;1.1;0.41;0.04;1.9;95.4;28.2;62;1.93;48.8;5.16;9.4;0.26;0.01;0.03;0.13;48.7;9.0;144.1;0.08;1344;0.84;0.65;35.7;560.0;70.9;14.0;0.8;6.2;1.6;10.6;10.0;0.03;1.22;66;1.1;12.73;51;7.4
SQ-0027;CDI 268;338756;7932668;Patos de Minas;0.07;2.83;10.0;112.0;1.0;0.35;0.07;0.1;83.34;21.1;62;2.25;31.5;5.1;12.5;0.1;0.07;0.04;0.1;34.6;7.0;117.94;0.04;1487;1.14;0.72;24.0;599.0;33.6;15.3;0.84;7.3;2.0;7.3;8.4;0.02;1.28;77;0.3;10.0;34;0.5
SQ-0028;CDI 269;339148;7936874;Patos de Minas;0.04;2.48;8.0;70.0;1.1;0.4;0.03;0.19;89.5;11.7;66;2.1;160.0;5.27;11.5;0.14;0.03;0.05;0.14;39.1;7.0;128.6;0.04;648;0.75;0.64;20.7;441.0;106.6;21.1;0.74;7.2;2.0;4.7;8.7;0.02;1.09;68;0.2;10.99;35;4.4
SQ-0029;CDI 270;336332;7935842;Patos de Minas;0.06;1.1;6.0;70.0;1.2;0.3;0.04;0.42;66.62;23.1;30;0.88;58.4;3.79;6.9;0.05;0.07;0.02;0.16;31.3;8.0;97.92;0.03;1562;0.58;0.2;26.3;543.0;126.6;13.3;0.63;3.4;1.1;3.7;5.2;0.01;0.74;37;0.6;9.21;53;0.5
SQ-0030A;CDI 271;332271;7947548;Patos de Minas;0.04;1.95;5.0;873.0;2.7;0.27;0.28;0.4;194.17;60.7;187;2.24;82.3;8.63;13.7;0.69;0.02;0.08;0.27;107.4;14.0;301.57;0.68;1924;0.46;2.55;138.8;2246.0;46.4;36.9;0.71;15.9;2.9;210.1;13.0;0.32;2.17;147;0.2;21.38;86;33.0
SQ-0031;CDI 272;330164;7948238;Patos de Minas;0.06;1.32;7.0;295.0;1.2;0.32;0.13;0.33;95.17;41.1;170;2.06;45.5;5.97;8.5;0.78;0.01;0.03;0.19;50.9;13.0;146.07;0.42;1207;0.55;1.64;78.8;1015.0;39.1;20.7;0.78;7.4;1.7;59.2;8.5;0.21;1.15;86;0.3;11.56;73;31.1
SQ-0032;CDI 273;331455;7937382;Patos de Minas;0.03;1.4;8.0;97.0;0.8;0.33;0.05;0.08;61.6;26.4;33;1.21;22.2;3.68;7.5;0.15;0.01;0.02;0.1;30.9;5.0;92.5;0.03;1507;0.6;0.34;20.9;450.0;23.5;10.0;0.56;3.9;1.9;3.0;6.1;0.01;0.82;44;0.1;9.15;41;0.5
SQ-0033;CDI 274;332189;7937202;Patos de Minas;0.05;2.17;8.0;168.0;1.1;0.34;0.11;0.18;90.12;23.0;45;1.75;32.9;4.82;10.5;0.09;0.05;0.04;0.12;50.1;6.0;140.22;0.08;690;0.71;0.78;32.1;621.0;25.0;14.9;0.65;7.4;1.7;8.6;7.2;0.02;1.09;68;0.2;18.6;56;3.3
SQ-0034;CDI 275;328958;7941348;Patos de Minas;0.04;1.19;6.0;105.0;0.7;0.3;0.05;0.09;57.99;22.7;59;1.6;23.5;3.68;6.2;0.29;0.02;0.03;0.11;30.1;9.0;88.09;0.14;678;0.34;0.6;33.3;485.0;20.5;12.3;0.56;4.3;1.3;14.4;5.9;0.05;0.74;46;0.1;7.5;47;10.3
SQ-0035;CDI 276;334176;7940943;Patos de Minas;0.01;1.59;5.0;96.0;0.8;0.32;0.06;0.15;64.26;16.0;49;1.81;24.6;3.5;7.6;0.29;0.01;0.03;0.11;32.6;7.0;96.86;0.1;507;0.64;0.64;27.8;459.0;22.2;13.4;0.68;5.3;1.5;15.4;6.9;0.03;0.91;51;0.1;8.68;44;11.5
SQ-0036;CDI 277;334562;7940075;Patos de Minas;0.04;1.78;9.0;91.0;0.9;0.32;0.07;0.09;71.54;19.0;42;1.56;26.5;3.9;8.9;0.1;0.01;0.03;0.11;35.4;5.0;106.94;0.04;1013;0.54;0.59;21.3;510.0;23.8;12.8;0.63;5.7;1.9;4.2;6.8;0.01;1.02;54;0.1;10.84;46;1.3
SQ-0037;CDI 278;291788;7937520;Patos de Minas;0.04;0.69;3.0;50.0;0.4;0.11;0.02;0.09;44.39;3.0;12;0.43;11.4;1.69;2.8;0.06;0.01;0.02;0.09;21.9;1.0;66.29;0.01;55;0.27;0.16;7.0;226.0;11.3;9.8;0.24;2.0;1.1;7.9;6.5;0.01;0.69;35;0.3;2.56;16;3.2
SQ-0038;CDI 279;290289;7939846;Patos de Minas;0.04;2.68;9.0;145.0;1.0;0.28;0.02;0.16;146.42;21.1;319;3.06;52.6;7.59;13.4;2.27;0.01;0.09;0.08;50.2;3.0;196.62;0.05;320;0.99;3.47;59.7;492.0;29.4;14.0;0.46;11.8;2.9;20.3;15.4;0.11;2.05;155;2.8;9.78;53;111.0
SQ-0039;CDI 280;296270;7949993;Patos de Minas;0.04;1.53;1.0;33.0;0.5;0.14;0.01;0.04;45.73;2.0;39;1.3;15.1;1.58;6.3;0.05;0.02;0.03;0.04;18.6;2.0;64.33;0.01;48;0.43;0.28;7.0;232.0;21.0;7.7;0.24;3.3;1.5;1.8;4.8;0.01;0.83;43;0.4;3.42;11;2.9
SQ-0040A;CDI 281;296118;7949653;Patos de Minas;0.01;0.89;2.0;17.0;0.2;0.07;0.01;0.11;22.7;1.5;31;0.39;9.6;1.03;3.9;0.08;0.01;0.02;0.01;10.2;1.0;32.9;0.01;22;0.34;0.61;4.7;97.0;16.8;2.4;0.16;2.4;1.1;2.7;3.3;0.01;0.46;33;0.1;3.65;14;5.7
TC-0034;CDE 311;326452;7916950;Patos de Minas;0.04;1.26;3.0;88.0;0.8;0.13;0.03;0.03;47.22;11.1;89;1.14;22.8;2.66;5.0;0.08;0.02;0.08;0.09;19.3;3.0;66.52;0.07;311;0.53;1.68;30.1;486.0;10.9;8.6;0.29;4.0;1.2;8.7;5.7;0.05;0.8;39;0.2;3.9;31;5.6
TC-0035;CDE 312;329089;7916738;Patos de Minas;0.07;2.3;9.0;160.0;1.4;0.52;0.07;0.06;82.09;31.1;60;1.87;49.7;5.69;9.6;0.12;0.04;0.02;0.26;36.9;6.0;118.99;0.08;2221;1.05;0.5;42.8;628.0;37.5;15.1;0.91;6.4;1.7;7.4;9.2;0.02;1.27;58;0.2;10.99;56;5.5
TC-0036;CDE 313;326994;7915197;Patos de Minas;0.09;2.24;6.0;226.0;1.8;0.29;0.08;0.06;91.54;23.8;128;2.1;30.4;5.36;9.1;0.13;0.06;0.03;0.11;40.6;5.0;132.14;0.08;1950;0.82;2.22;58.5;773.0;22.7;12.8;0.62;7.8;1.9;17.2;9.2;0.05;1.33;73;0.2;10.22;51;7.0
TC-0037;CDE 314;327407;7911937;Patos de Minas;0.07;2.21;7.0;172.0;1.1;0.26;0.09;0.04;79.87;21.1;43;2.0;26.1;4.75;8.2;0.08;0.03;0.07;0.1;32.5;6.0;112.37;0.07;2170;0.87;1.69;24.3;741.0;22.0;12.1;0.61;6.5;1.8;20.8;7.4;0.03;1.19;64;0.2;8.1;45;4.7
TC-0038;CDE 315;328659;7907617;Patos de Minas;0.17;2.69;18.0;108.0;1.0;0.33;0.06;0.12;82.37;28.4;32;2.7;26.6;15.0;9.7;0.09;0.05;0.03;0.13;32.9;2.0;115.27;0.04;1260;2.59;0.61;19.5;1473.0;33.5;11.9;0.85;6.4;1.9;7.2;5.6;0.01;1.04;65;0.6;12.01;40;0.5
TC-0039;CDE 316;323759;7905774;Patos de Minas;0.05;1.91;7.0;173.0;0.9;0.22;0.11;0.06;71.16;20.7;41;1.74;25.8;4.92;7.8;0.13;0.06;0.02;0.09;29.5;5.0;100.66;0.08;1418;0.89;2.08;21.3;838.0;17.2;12.3;0.52;6.4;1.5;26.5;7.0;0.04;1.18;64;0.1;7.0;45;7.1
TC-0040A;CDE 317;327751;7905051;Patos de Minas;0.05;2.94;9.0;84.0;1.1;0.32;0.03;0.03;74.03;22.6;41;2.35;27.8;7.08;10.3;0.06;0.03;0.03;0.19;34.2;5.0;108.23;0.06;790;0.72;0.53;26.4;588.0;20.2;14.7;0.77;7.3;2.0;3.6;7.6;0.01;0.97;62;0.2;9.85;45;2.9
